time,open,high,low,close
1703743200,8.07330087,8.52496623,7.916635,8.31663373
1703829600,8.31663373,9.01663027,8.166634,8.916631
1704175200,8.916631,9.80829377,8.916631,9.80829377
1704261600,9.833294,10.56662473,9.833294,10.5416245
1704348000,10.583291,11.5916208,10.55829077,11.5916208
1704434400,11.59995327,12.416617,11.0332887,11.999952
1704693600,11.66662,12.52495023,11.416621,12.43328327
1704780000,12.166618,12.85828223,11.7582868,12.5082838
1704866400,12.5082838,13.4666133,12.166618,13.31661373
1704952800,13.31661373,14.333276,12.999948,14.2832757
1705039200,14.2832757,15.166606,13.833278,14.833274
1705298400,14.833274,15.1582722,14.0916108,14.34994227
1705384800,14.333276,14.99994,12.999948,14.416609
1705471200,14.14994373,15.51660427,13.9916102,15.43327127
1705557600,15.499938,16.833266,15.499938,16.833266
1705644000,16.833266,18.0165946,16.166602,17.4832634
1705903200,15.749937,17.3999304,15.7416032,16.5749332
1705989600,16.499934,17.416597,14.9249408,16.3666007
1706076000,16.1582682,16.1582682,15.02494023,15.249939
1706162400,15.2166063,15.249939,14.416609,14.7999413
1706248800,14.666608,15.8832703,14.06661073,15.4499377
1706508000,15.499938,16.6666,15.48327173,16.14993573
1706594400,15.999936,16.416601,15.1999387,15.94160323
1706680800,15.83327,15.83327,15.2916055,15.35827223
1706767200,15.35827223,15.73327073,14.98327373,15.3832723
1706853600,15.2832717,15.7166043,15.14993973,15.55827077
1707112800,15.416605,17.0999316,15.2082725,16.05826877
1707199200,16.05826877,16.6666,15.6582702,16.2999353
1707285600,16.2832677,16.7332664,15.83327,16.166602
1707372000,16.2999353,17.7832622,16.2999353,17.3832638
1707458400,17.833262,18.499926,17.333264,17.999928
1707717600,18.499926,19.7999208,17.583263,19.7999208
1707804000,20.1165862,21.1999152,19.7832542,20.3832518
1707890400,20.3832518,22.416577,20.0165866,22.416577
1707976800,22.49991,23.31657173,21.4499142,22.5332432
1708063200,22.5332432,23.39990473,21.6165802,22.166578
1708322400,22.166578,22.5332432,21.166582,21.416581
1708408800,21.4665808,23.5499058,20.6832506,23.33324
1708495200,23.43324127,24.8665672,23.01657627,24.416569
1708581600,24.499902,25.56656273,23.8665712,25.416565
1708668000,25.416565,26.333228,24.84990227,25.83323
1708927200,26.18323027,26.23322673,24.916567,25.333232
1709013600,25.333232,25.98322773,24.083237,25.34990027
1709100000,25.34990027,25.48322973,22.9665748,23.64990373
1709186400,23.583239,24.833234,23.1165742,24.249903
1709272800,24.26657127,26.56655873,24.26657127,25.83323
1709532000,26.2832282,26.916559,24.6165682,24.84990227
1709618400,25.1332328,25.18323427,23.84990627,24.16657
1709704800,24.16657,24.16657,21.749913,21.749913
1709791200,20.83325,23.499906,20.666584,22.583243
1709877600,22.833242,23.166574,20.6165842,20.6165842
1710136800,20.6165842,21.98324373,19.5999216,20.3999184
1710223200,20.3999184,21.833246,20.2165858,21.1332488
1710309600,21.1332488,21.4665808,20.1165862,20.8999164
1710396000,20.8999164,20.916583,20.0999196,20.1165862
1710482400,20.1165862,20.499918,19.2165898,19.3665892
1710741600,19.2832562,19.666588,18.0165946,18.5499258
1710828000,18.5499258,20.3999184,18.4832594,20.3999184
1710914400,21.4665808,22.43324527,20.8499166,22.43324527
1711000800,22.666576,24.6165682,22.666576,24.2832362
1711087200,24.2832362,26.23322673,22.7832422,22.89990673
1711346400,22.8832418,23.916571,21.749913,22.23324273
1711432800,22.166578,23.51657427,21.3832478,22.2165778
1711519200,22.2165778,22.49991,21.333248,21.333248
1711605600,21.416581,22.166578,20.5499178,21.0332492
1711692000,21.0332492,21.68324827,20.6332508,21.499914
1711951200,21.499914,21.583247,20.499918,21.0665824
1712037600,20.9832494,22.7165758,20.8499166,22.166578
1712124000,22.166578,22.999908,21.0665824,21.1499154
1712210400,21.166582,21.5332472,20.1832526,20.5499178
1712296800,19.8499206,21.499914,19.6832546,21.0332492
1712556000,20.6499174,22.999908,20.6499174,22.999908
1712642400,23.01657627,23.666572,22.999908,23.33324
1713160800,23.23323873,25.666564,22.8832418,25.666564
1713247200,25.6165642,27.416557,23.8832378,27.333224
1713333600,27.083225,28.1332208,26.0332292,26.68322827
1713420000,26.66656,27.166558,25.166566,25.166566
1713506400,25.166566,26.66656,24.4499022,26.31655973
1713765600,26.31655973,27.666556,25.7998968,26.416561
1713938400,26.416561,27.4665568,25.416565,25.5332312
1714024800,26.0498958,27.06655673,25.4498982,25.93323127
1714111200,25.93323127,26.333228,25.4665648,25.56656273
1714370400,25.56656273,25.93323127,24.06656873,24.16657
1714456800,24.18323827,24.89989873,23.5499058,23.93323927
1714629600,23.93323927,24.499902,23.23323873,23.583239
1714716000,23.4665728,23.89990273,21.2332484,22.666576
1714975200,22.666576,24.499902,22.1332448,24.4499022
1715061600,24.4499022,24.8832338,23.249907,23.7165718
