time,open,high,low,close,Volume
1695708000,12.68234653,13.3882285,12.21175855,12.98822848,39034498.92621566
1695794400,12.94116945,13.14116887,12.35293448,12.54116943,23482992.48952342
1695880800,12.50587604,12.50587604,11.8823465,12.07058145,18527009.55090268
1695967200,11.98822903,12.47058147,11.67058143,11.99999349,18885552.49541223
1696226400,12.01175795,12.5529339,11.85881757,12.21175855,24213321.38572685
1696312800,12.16469952,12.32940555,11.90587542,12.01175795,23458304.22613004
1696399200,11.89411096,12.11764049,11.73175858,11.7646995,22058102.71652072
1696485600,11.74117057,11.92940553,11.41175852,11.85881757,19120203.62271047
1696572000,11.69411154,12.17646398,11.5388175,11.85881757,17585574.54017419
1696831200,11.53411139,12.23528748,11.05881753,11.11058244,90587184.14354742
1696917600,11.1529356,11.61881746,11.1529356,11.23764049,56415775.8555584
1697004000,11.23764049,11.8823465,10.75293558,10.87058257,103757903.03866239
1697090400,10.91764161,11.12469961,10.1035237,10.37646449,59080072.55093936
1697176800,10.37646449,10.48470043,9.85881865,9.9247005,48701596.67061619
1697436000,9.95293554,10.21175964,9.22352464,9.22352464,52910148.70375567
1697522400,9.22352464,9.81175962,8.97411254,9.57646563,51493299.93511521
1697608800,9.17646561,9.39764173,8.95999561,8.96940666,32569361.41887857
1697695200,8.96940666,9.35528857,8.82352463,8.85646555,51528213.70405594
1697781600,8.77646559,8.89411259,8.33881877,8.53175961,59739923.65890858
1698040800,8.6823487,8.93175963,8.31058373,8.6494066,49583693.14915353
1698127200,8.70117175,9.51058261,8.5411716,9.51058261,157558660.97557357
1698213600,9.64705359,9.82587655,8.55999559,8.55999559,83974550.30619355
1698300000,8.55999559,8.97881866,8.23999553,8.71528962,61889358.07497676
1698386400,8.74352467,8.79528958,8.4423486,8.59293651,39478054.66684466
1698645600,8.56470171,8.78587759,8.41411261,8.55999559,32225247.23219662
1698732000,8.55999559,8.64470166,7.98587779,8.07528974,47550844.7963333
1698818400,8.08940761,8.19764261,7.59528976,7.88234867,42737555.68512396
1698904800,7.9294077,8.12234853,7.74117274,7.82587764,39928265.91108426
1698991200,7.82587764,8.09411373,7.71764264,7.92470158,39035208.6766007
1699250400,7.99999566,8.29646562,7.95764274,8.15058358,28155806.2745249
1699336800,8.15999557,8.96470055,8.06117163,8.96470055,84848282.7801934
1699423200,8.89411259,9.04940662,8.56470171,8.57881864,58447128.20756705
1699509600,8.55999559,8.6494066,8.30117173,8.38117169,36392897.24314675
1699596000,8.38587757,8.63058355,8.30117173,8.32940772,31048778.59396239
1699855200,8.33411266,8.89411259,8.23528965,8.23528965,70582376.54093927
1699941600,8.31058373,8.41881873,8.01411353,8.13646664,23920938.22710899
1700028000,8.25881858,8.71058351,8.16470169,8.49411257,60433779.03532513
1700114400,8.6494066,9.17175973,8.54587772,8.75293666,67896774.58400021
1700200800,8.82352463,9.5294066,8.67764259,8.98823065,91893855.8524168
1700460000,9.03528969,9.17175973,8.84705355,8.87058366,49200083.6910454
1700546400,8.88940671,8.94117162,8.63528967,8.70587763,30765137.6900872
1700632800,8.70587763,8.87528954,8.53175961,8.5411716,37026666.08696635
1700719200,8.5411716,8.65411272,8.42352461,8.42823072,26266110.74936508
1700805600,8.42352461,8.49881868,8.29646562,8.37176063,16902947.66984911
1701064800,8.37646557,8.54587772,8.34823077,8.35293665,23669457.09068047
1701151200,8.35764252,8.39058368,8.17881862,8.3247016,25178989.90960202
1701237600,8.3247016,8.33881877,8.01881965,8.01881965,19045420.58214066
1701324000,8.01881965,8.16470169,7.86823079,8.16470169,27832657.34921661
1701410400,8.18823062,8.23528965,7.93411358,7.97646673,17947445.23648904
1701669600,7.97646673,8.22587766,7.77411366,7.87764279,32703193.99148274
1701756000,7.87764279,8.06587774,7.83058375,7.94823075,24068936.05739781
1701842400,7.94823075,8.02352459,7.52940768,7.52940768,20389636.81137797
1701928800,7.53881967,7.5717606,7.28940781,7.51999569,23561456.0320899
1702015200,7.53411356,7.55764272,7.37881976,7.42117268,16106926.48800762
1702274400,7.42117268,7.46823124,7.0447023,7.0588197,25718842.20247189
1702360800,7.0588197,7.27058429,7.00234914,7.01176067,29838513.93739381
1702447200,7.01176067,7.03999618,6.57881973,6.62117264,27959137.41783205
1702533600,6.69646672,6.78117279,6.47058473,6.77646668,23551634.2767616
1702620000,6.7952902,6.89411367,6.69176131,6.7952902,20656464.7061321
1702879200,6.7952902,6.84705511,6.27293777,6.27293777,23257066.61695864
1702965600,6.27293777,6.42352569,6.14587925,6.31999681,17436569.45933893
1703052000,6.31999681,6.34823185,6.07529082,6.0799967,16430181.66337355
1703138400,6.0799967,6.21176134,5.97176123,6.12705573,16520447.46234275
1703224800,6.15058466,6.26823166,6.02352614,6.02352614,11518152.24859759
1703484000,6.02352614,6.21176134,5.55293816,5.58117321,19865008.02676686
1703570400,5.58117321,5.71293831,5.42117376,5.5905852,18309345.68282003
1703656800,5.5905852,5.83999683,5.50117325,5.69411479,18440666.50406158
1703743200,5.69411479,6.07529082,5.65176164,5.97176123,18756144.17520822
1703829600,5.97176123,6.37176125,5.88705563,6.31058481,22216967.80270503
1704175200,6.32940833,6.68234932,6.32470222,6.55999621,29236501.11080185
1704261600,6.55999621,6.5694082,6.26823166,6.26823166,30274245.42377814
1704348000,6.26352625,6.39529065,6.07058471,6.22587874,21854174.85588986
1704434400,6.23058486,6.40470217,6.23058486,6.37176125,12757499.67094357
1704693600,6.38587865,6.55999621,6.32470222,6.37646713,16844301.88803377
1704780000,6.37646713,6.38587865,6.13646726,6.15058466,13924325.05394634
1704866400,6.17882018,6.25411425,6.07058471,6.17882018,15129481.20774356
1704952800,6.17882018,6.35764361,6.1741143,6.23529074,18540324.80812621
1705039200,6.23058486,6.74823163,6.01882026,6.55999621,44269303.26609702
1705298400,6.55999621,7.21411373,6.55999621,6.82352571,96644793.1798003
1705384800,6.82352571,7.1905841,6.74823163,6.91764331,58359199.90986594
1705471200,6.91764331,7.52940768,6.84234923,7.37411365,69868057.40342113
1705557600,7.45881972,7.79764259,7.12940766,7.13411378,70815880.16761498
1705644000,7.13881966,7.50587828,7.0447023,7.34117272,55030258.10391502
1705903200,7.35999624,7.44940772,7.11999614,7.12470225,30599336.6001401
1705989600,7.20470221,7.22823114,6.92234919,6.97411363,25895357.54823147
1706076000,6.97411363,7.1764667,6.82352571,7.12940766,33819372.09700936
1706162400,7.1670547,7.63764268,7.11058414,7.49646676,67581126.91276135
1706248800,7.53411356,7.73176075,7.48705476,7.50587828,52564173.01606386
1706508000,7.50587828,7.71293676,7.48705476,7.49646676,37772188.74141239
1706594400,7.50587828,7.7035257,7.34587813,7.65646667,50913497.62057246
1706680800,7.6799956,8.39058368,7.53411356,8.07999562,137444403.06358865
1706767200,8.16470169,8.49881868,8.12234853,8.13646664,84681763.43985666
1706853600,8.19764261,8.26352469,7.97176062,7.99528978,69598900.50740352
1707112800,7.99528978,8.29176068,7.98117167,8.15058358,45176445.00822142
1707199200,8.26823057,8.56470171,8.09411373,8.42352461,83779878.95058432
1707285600,8.46587776,8.61175956,8.25411364,8.26352469,71044237.04149859
1707372000,8.26823057,8.37646557,8.20234873,8.20234873,35398468.95366941
1707458400,8.23528965,8.32940772,8.12705465,8.17881862,39505284.43161681
1707717600,8.23528965,8.31999572,8.15999557,8.21176072,50317494.29724066
1707804000,8.21646566,8.23528965,7.76940755,7.76940755,44989478.9067923
1707890400,7.77881954,7.82587764,7.59528976,7.72234875,33670116.26603808
1707976800,7.7505838,8.19293673,7.7505838,8.12705465,45887351.39388813
1708063200,8.15058358,8.24940752,7.95293663,8.18823062,41830167.44286583
1708322400,8.23528965,8.30587761,7.83058375,7.87293667,45801968.8475681
1708408800,7.88234867,8.16470169,7.75999579,7.93881969,40960969.72132607
1708495200,7.94823075,8.04705469,7.81646658,7.85881974,39464433.40945512
1708581600,7.87293667,8.23058377,7.7882306,8.16470169,60908937.79309874
1708668000,8.17881862,8.37646557,7.94823075,7.95764274,59114480.56960571
1708927200,8.00940765,8.24940752,7.93411358,7.96705474,43310086.24572178
1709013600,7.98117167,8.00940765,7.59999564,7.59999564,28279800.09179155
1709100000,7.62352575,7.69411371,7.36940777,7.36940777,31261244.70922525
1709186400,7.37411365,7.5623486,7.36940777,7.48234865,21554915.19354149
1709272800,7.50587828,7.69411371,7.46352513,7.60470176,25315754.98379708
1709532000,7.6705836,7.69411371,7.22352573,7.23764313,29858552.69826484
1709618400,7.23764313,7.31293721,7.09646674,7.22823114,35191685.09148916
1709704800,7.21411373,7.50587828,7.02117266,7.10587873,44289099.77683662
1709791200,7.12940766,7.24705466,7.12940766,7.23764313,27191536.00140828
1709877600,7.26587818,7.31293721,7.02117266,7.09646674,27862352.11532602
1710136800,7.19999609,7.33176073,7.07764322,7.29411369,30421061.753426
1710223200,7.2847017,7.28940781,6.9647021,7.02587878,26470387.110185
1710309600,7.03999618,7.09646674,6.80470219,6.89411367,25361952.50885924
1710396000,6.91764331,7.0823491,6.90823178,7.07764322,29636592.0778512
1710482400,7.08705521,7.32705461,7.02587878,7.14352577,67943822.10952349
1710741600,7.13411378,7.13411378,6.58823172,6.59764371,44271700.2673974
1710828000,6.61176112,6.71058459,6.47058473,6.64940816,22225459.30731167
1710914400,6.65881968,6.75764316,6.63529075,6.63529075,20652333.70389104
1711000800,6.6776432,6.72940811,6.39999676,6.40940829,22166775.27547559
1711087200,6.40940829,6.63529075,6.37646713,6.38587865,27582502.21350745
1711346400,6.38587865,6.64470228,6.29646717,6.47058473,24019857.03077244
1711432800,6.50352565,6.70587872,6.35293773,6.43293769,25964751.58587774
1711519200,6.44234921,6.50352565,6.28705518,6.31529069,15639834.23461007
1711605600,6.31999681,6.49882024,6.25882013,6.32940833,16851662.89202712
1711692000,6.36234972,6.62587876,6.34823185,6.61176112,15969995.66372265
1711951200,6.57411432,6.57411432,5.95764383,6.13176114,38369173.81527679
1712037600,6.15999666,6.74352575,5.90117327,5.93411419,59632849.10082064
1712124000,5.93411419,6.03293767,5.83999683,5.85411424,18509631.29147498
1712210400,5.86823235,5.96705582,5.81176179,5.83058531,17630254.81441323
1712296800,5.88234975,6.30117329,5.88234975,6.18352629,33268537.79818175
1712556000,6.1882317,6.46117273,6.18352629,6.42352569,17148704.05317195
1712642400,6.58352584,6.60234912,6.31058481,6.48940824,10627577.01546053
1713160800,6.42352569,6.60705524,6.34823185,6.53176116,18821543.21068719
1713247200,6.53176116,6.53646728,6.21646722,6.34823185,17814148.16417538
1713333600,6.35764361,6.45176121,6.1976437,6.23529074,14805108.28177124
1713420000,6.24470273,6.74352575,6.24470273,6.38117324,41603446.8198699
1713506400,6.35293773,6.5929376,6.22117333,6.57881973,22298725.09705836
1713765600,6.5694082,6.6870552,6.49411412,6.5458788,34115248.75752245
1713938400,6.62587876,6.66823168,6.40470217,6.40940829,22248252.06967674
1714024800,6.40940829,6.47999672,6.35293773,6.36234972,15189950.24054801
1714111200,6.39058477,6.45176121,6.33411421,6.41411417,11918974.21604351
1714370400,6.41882028,6.74352575,6.35293773,6.36705513,14832661.04671862
1714456800,6.39529065,6.42352569,6.20705522,6.20705522,13309897.97061965
1714629600,6.22587874,6.6635258,6.22587874,6.63529075,32268431.50562409
1714716000,6.63529075,6.82823159,6.51764376,6.63999616,23840213.68331592
1714975200,6.66823168,6.82352571,6.48940824,6.51764376,13592484.87392304
1715061600,6.52234917,6.55058468,6.32470222,6.41882028,13989316.08920398
1715148000,6.42352569,6.46117273,6.31999681,6.36705513,11310828.63612453
1715234400,6.36705513,6.39999676,6.26823166,6.31529069,12228824.8841375
1715320800,6.32940833,6.35293773,6.20705546,6.25411425,13793344.23288925
1715580000,6.26352625,6.31529069,5.95293771,5.95293771,12155801.34452223
1715666400,5.99999675,6.11293786,5.95293771,5.99999675,8497985.86015733
1715752800,6.00470262,6.59764371,6.00470262,6.59764371,74312939.31476958
1715839200,6.5694082,6.95529011,6.25411425,6.27764365,108212241.20514084
1715925600,6.28234977,6.33882033,6.23058486,6.24470273,21139332.96808814
1716184800,6.24470273,6.34823185,6.22117333,6.25411425,23878174.70390978
1716271200,6.26352625,6.30117329,6.10823175,6.11764374,15936722.3956719
1716357600,6.11764374,6.23058486,6.11764374,6.16470277,10524671.7096344
1716444000,6.1882317,6.22117333,6.0799967,6.09411434,11193537.07249386
1716530400,6.09411434,6.14117314,5.99529087,6.04705578,12369185.46028311
1716789600,6.04705578,6.09411434,5.89646715,5.90587915,12225548.13235986
1716876000,5.90587915,6.0658793,5.90587915,5.97646735,14612638.42735635
1716962400,5.97646735,6.03764378,5.81176179,5.81176179,10487088.93924575
1717048800,5.82117331,5.89646715,5.74117336,5.74117336,9136676.20664684
1717135200,5.75999688,5.82117331,5.53411464,5.53411464,26238290.23427245
1717394400,5.58117321,5.65176164,5.53411464,5.58117321,14700324.47492603
1717480800,5.58117321,5.69411479,5.58117321,5.61882025,13966157.82664062
1717567200,5.63293836,5.66587928,5.39764437,5.44940881,14584116.66188329
1717653600,5.45411469,5.55764428,5.45411469,5.51058525,10014059.43262724
1717740000,5.51529136,5.55764428,5.39293825,5.39764437,9191836.98657157
1717999200,5.40705589,5.46823233,5.23293834,5.23764422,10715862.3133553
1718085600,5.23764422,5.29411478,5.16705579,5.22823222,9649319.98475609
1718172000,5.17646778,5.18587977,5.05882079,5.06823278,14807569.0331062
1718258400,5.08235018,5.30352677,5.08235018,5.27529126,10517854.70593618
1718344800,5.28470278,5.36940885,5.23764422,5.34117381,7625906.63705435
1718863200,5.40234978,5.80234979,5.35529121,5.74117336,26823715.30186555
1718949600,5.75058535,5.88234975,5.67999668,5.70352632,16968236.20526814
1719208800,5.71764372,5.81176179,5.61411484,5.64705576,10248680.80990934
1719295200,5.64705576,5.6847028,5.47293821,5.49176173,8132519.66189192
1719381600,5.52470289,5.64705576,5.2894089,5.2894089,20003388.10183804
1719468000,5.30352677,5.47293821,5.30352677,5.45411469,7024952.06103649
1719554400,5.51529136,5.91999679,5.47293821,5.72705572,28049364.9667805
1719813600,5.76470276,5.83999683,5.33176181,5.35999733,15878582.36413093
1719900000,5.35999733,5.38823237,5.26587926,5.31764417,8055696.62021542
1719986400,5.37411473,5.39293825,5.27058538,5.33176181,6985907.2898547
1720072800,5.33646769,5.43529117,5.31764417,5.38823237,7734795.9461268
1720159200,5.39764437,5.43999728,5.3270557,5.36470274,9330586.81184334
1720418400,5.37882085,5.4588208,5.34587922,5.35999733,8324921.51626992
1720504800,5.35999733,5.41646765,5.33176181,5.36940885,10225679.79743129
1720591200,5.36940885,5.43058529,5.2188207,5.22352681,15364242.83510174
1720677600,5.22823222,5.35999733,5.22823222,5.35058533,10709687.06000523
1720764000,5.35999733,5.38352626,5.27529126,5.38352626,10365198.87312039
1721109600,5.39293825,5.46352621,5.33646769,5.38352626,11889653.450137
1721196000,5.39293825,5.45411469,5.3270557,5.37882085,11223805.58891453
1721282400,5.39293825,5.49646784,5.38823237,5.44470269,12904205.50053148
1721368800,5.47764432,5.49646784,5.31293829,5.35529121,12192886.86464112
1721628000,5.36470274,5.4588208,5.36470274,5.37882085,11372606.66963912
1721714400,5.38823237,5.52470289,5.29882065,5.44940881,14336945.02779268
1721800800,5.46823233,5.67529127,5.43999728,5.47764432,39588010.72649582
1721887200,5.60470284,5.60470284,5.37411473,5.40234978,19102515.11311445
1721973600,5.41176177,5.57176168,5.37411473,5.44470269,24903568.51018592
1722232800,5.39293825,5.54352617,5.29882065,5.38352626,20800879.78447728
1722319200,5.38823237,5.51058525,5.37411473,5.43058529,15621078.97443534
1722405600,5.42587917,5.42587917,5.21411482,5.23764422,18472443.77130074
1722492000,5.26117385,5.64705576,5.26117385,5.49646784,41345178.4297593
1722578400,5.43058529,5.59529132,5.33646769,5.50587937,24007268.52394318
1722837600,5.22352681,5.38823237,5.08235018,5.11529134,19686958.43017495
1722924000,5.24235033,5.48234973,5.24235033,5.27058538,25015139.57071322
1723010400,5.33646769,5.42117376,5.27999737,5.36940885,18544515.31039956
1723096800,5.37882085,5.45411469,5.30823218,5.35529121,16555773.48150711
1723183200,5.36470274,5.41176177,5.17646778,5.20470329,15326745.0647592
1723442400,5.2094087,5.26587926,5.03529139,5.06352666,13156251.88726665
1723528800,5.05882079,5.09646782,4.97882083,5.04940879,9222343.50312135
1723615200,5.04940879,5.12940875,4.95058578,4.95058578,11069619.75526872
1723701600,4.97411471,5.10587982,4.90823287,5.04940879,14229058.71926435
1723788000,5.05882079,5.11058523,4.98823282,4.99764435,9960012.15330659
1724047200,4.99764435,5.49646784,4.95999731,5.22352681,52868065.18092536
1724133600,5.22352681,5.24235033,5.10587982,5.11999722,16369602.13050915
1724220000,5.09176171,5.12470334,5.04470338,5.05411491,10208815.78828256
1724306400,5.05882079,5.12470334,5.03058527,5.03999727,8564094.64602135
1724392800,5.03999727,5.06823278,4.97882083,4.99764435,10548480.22255052
1724652000,5.01176175,5.05882079,4.91764439,4.91764439,11620500.80412169
1724738400,4.87529124,4.95058578,4.87058583,4.91293828,9116543.94572509
1724824800,4.94117379,4.96470319,4.89411476,4.89411476,8040481.61196127
1724911200,4.89882087,4.9694093,4.88470323,4.92705639,9328546.81073665
1725256800,4.90823287,4.91764439,4.80470328,4.85646772,17584728.78971537
1725343200,4.86117383,4.89411476,4.8235268,4.8235268,11246649.35130727
1725429600,4.81882092,4.82823267,4.7294092,4.74823272,7688934.17124679
1725516000,4.75293883,4.96470319,4.75293883,4.91293828,20074405.64036506
1725602400,4.91293828,4.9317618,4.7999974,4.81882092,8699452.96945324
1725861600,4.81882092,4.86117383,4.72470332,4.7294092,9805006.06921579
1725948000,4.73882096,4.76235036,4.61882102,4.63058572,11238238.59674444
1726034400,4.63058572,4.64470336,4.45646817,4.47058581,16516477.96018929
1726120800,4.49882109,4.54117401,4.42823289,4.47058581,8334084.52124085
1726207200,4.47293875,4.70117392,4.46117405,4.59764456,12534510.54997197
1726466400,4.60705632,4.68470334,4.58587987,4.59058574,10668819.03783433
1726552800,4.59293868,5.03058551,4.59293868,4.88940911,32860371.82675172
1726639200,4.87999735,4.87999735,4.67764452,4.6823504,13544196.34772652
1726725600,4.7058798,4.74352684,4.67764452,4.71058568,8438672.82798001
1726812000,4.74823272,4.87058559,4.71529156,4.80940916,11991798.00555042
1727071200,4.80940916,4.87058559,4.67529158,4.69882098,7658559.40476848
1727157600,4.69882098,4.72470332,4.6470563,4.66117394,8352504.03123344
1727244000,4.66117394,4.69646804,4.54587989,4.55058577,7470263.05261771
1727330400,4.55999753,4.61411514,4.49646815,4.51293873,7501806.56973006
1727416800,4.51764461,4.54117401,4.41176231,4.50587991,7148057.62782126
1727676000,4.50587991,4.54117401,4.44470347,4.45646817,8021433.10162746
1727762400,4.45411523,4.48470345,4.22588006,4.25411534,12836570.96383975
1727848800,4.18823302,4.24940946,4.05646839,4.06117427,10861977.39262274
1727935200,4.08235073,4.16470362,4.03293899,4.03529193,7227294.67080736
1728021600,4.06352721,4.09882131,3.98823313,4.07058603,8363222.53704823
1728280800,4.07058603,4.18823302,4.07058603,4.12940952,6962936.02739279
1728367200,4.13176246,4.17411538,4.03999781,4.04705663,10703494.80664593
1728453600,4.03058605,4.09882131,4.01646841,4.08235073,5403146.93120721
1728540000,4.08705661,4.14117422,4.07293897,4.07529191,5290551.62012425
1728626400,4.07764485,4.16470362,4.00470371,4.14117422,6889228.23740632
1728885600,4.14117422,4.1576448,4.02588017,4.05646839,8210001.45392579
1728972000,4.05646839,4.17411538,4.03999781,4.16705656,5938978.72189596
1729058400,4.16705656,4.20705654,4.12705658,4.16235068,7301843.96125035
1729144800,4.16705656,4.20940948,4.13176246,4.1811742,7006991.55129292
1729231200,4.19529184,4.59529162,4.1811742,4.52470343,43738312.22803438
1729490400,4.51293873,4.7058798,4.44705641,4.47058581,23246573.36126605
1729576800,4.47058581,4.54823283,4.43293877,4.46587993,14801631.77988524
1729663200,4.47058581,4.49882109,4.37646821,4.42117407,9038713.65350216
1729749600,4.42352701,4.6823504,4.42352701,4.56470341,16471763.6859318
1729836000,4.61411514,4.77176212,4.55293871,4.6352916,14876878.07070635
1730095200,4.63999748,5.02587963,4.63764454,4.99764435,15965562.91131788
1730268000,4.99764435,5.45411469,4.91764439,5.34587945,38726012.50886178
1730354400,5.29411478,5.40705589,5.04940903,5.33176181,36342657.96589194
1730440800,5.40705589,5.86352623,5.31764417,5.43999705,26826771.0535233
1730700000,5.46823233,5.48705585,4.89882087,4.89882087,26434100.59049957
1730786400,4.81411504,4.87058559,4.65176218,4.6823504,18224638.8868666
1730872800,4.6823504,4.86587971,4.6823504,4.73882096,10731855.07203138
1730959200,4.776468,4.87058559,4.64470336,4.67293864,13371493.25403509
1731045600,4.7058798,4.76705624,4.67293864,4.6823504,13562063.35741937
1731304800,4.71529156,4.94117379,4.71529156,4.85176207,11536525.00856482
1731391200,4.85176207,4.85176207,4.69646804,4.69646804,8739487.99117224
1731477600,4.74823272,4.87058559,4.61882102,4.62117396,16477037.93879308
1731564000,4.658821,4.8235268,4.60940926,4.8235268,14374536.29818594
1731650400,4.89411499,5.02587963,4.7058798,4.7058798,20015067.10817391
1731909600,4.71529156,4.79058564,4.6823504,4.74352684,8716248.97856507
1731996000,4.74352684,4.80470328,4.6705857,4.7058798,9588281.45164269
1732082400,4.71999744,4.92235027,4.6470563,4.7529386,11169949.55969764
1732168800,4.7529386,4.83293855,4.69646804,4.7529386,13191701.15649788
1732255200,4.894115,5.08235,4.752939,4.752939,38194678.99999999
1732514400,4.762351,4.894115,4.762351,4.804703,14082484
1732600800,4.85176207,4.98352671,4.78587976,4.94117379,23051596.00549083
1732687200,4.97411495,5.2188207,4.89411499,4.95999731,39105762.96487641
1732773600,4.95999731,5.03529139,4.93646791,4.97411495,15650599.49045022
1732860000,4.97,5.1,4.88,4.88,19801139
1733119200,4.88,4.89,4.8,4.82,14567227
1733205600,4.82,4.86,4.77,4.77,15959393
1733292000,4.8,4.83,4.77,4.79,9778659
1733378400,4.79,4.87,4.79,4.8,7120931
1733464800,4.82,4.87,4.82,4.83,7508718
1733724000,4.86,5.1,4.85,5.06,18835689
1733810400,5.09,5.13,4.96,5.02,15420802
1733896800,5.05,5.07,4.84,4.9,9321719
1733983200,4.91,4.98,4.88,4.93,6127899
1734069600,4.92,4.98,4.87,4.95,5670600
1734328800,5.01,5.15,4.96,4.96,15346101
1734415200,4.96,4.98,4.85,4.92,6453903
1734501600,4.93,5.05,4.84,4.88,8628135
1734588000,4.89,4.89,4.79,4.81,7034311
1734674400,4.83,4.91,4.73,4.9,8609672
1734933600,4.92,4.93,4.75,4.77,5470021
1735020000,4.77,4.81,4.72,4.72,4123500
1735106400,4.76,4.81,4.74,4.75,4698755
1735192800,4.76,4.81,4.72,4.74,5746003
1735279200,4.75,4.87,4.75,4.8,7199791
1735538400,4.8,4.88,4.8,4.81,4539622
1735624800,4.8,4.81,4.68,4.75,6761300
1735797600,4.75,5.08,4.75,4.9,12210152
1735884000,4.89,4.95,4.86,4.93,6465629
1736143200,4.93,5.1,4.93,5.06,13862201
1736229600,5.03,5.08,4.96,4.99,7498733
1736316000,4.96,4.99,4.84,4.84,9268178
1736402400,4.86,4.93,4.85,4.88,6458301
1736488800,4.88,4.92,4.76,4.76,6971786
1736748000,4.76,4.77,4.57,4.6,7949599
1736834400,4.62,4.64,4.56,4.56,5545479
1736920800,4.58,4.62,4.5,4.54,6665609
1737007200,4.56,4.62,4.56,4.62,3151618
1737093600,4.63,4.64,4.57,4.6,3794204
1737352800,4.63,4.84,4.6,4.65,10953115
1737439200,4.65,4.66,4.56,4.62,5509507
1737525600,4.62,4.63,4.52,4.54,4382089
1737612000,4.55,4.63,4.55,4.56,3969466
1737698400,4.57,4.59,4.51,4.54,5090665
1737957600,4.54,4.54,4.42,4.43,4914241
1738044000,4.44,4.53,4.38,4.38,7023520
1738130400,4.38,4.4,4.25,4.25,7091040
1738216800,4.25,4.3,4.22,4.23,4425702
1738303200,4.24,4.53,4.2,4.44,11151751
